	id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene-YNL208W	gene-YNL208W	4934.18672483068	-3.07340993718398	0.411179087491133	-7.47462609525407	7.74236757043378e-14	8.77518437060621e-13
gene-YPL160W	gene-YPL160W	1374.23958605662	3.20906294125101	0.429849744393329	7.46554577060442	8.29550486260191e-14	9.38388796182313e-13
gene-YOR252W	gene-YOR252W	733.142087965109	3.15661157382342	0.422986865235499	7.46267043556062	8.4786232947912e-14	9.57248049742674e-13
gene-YER053C	gene-YER053C	450.586682620181	-3.30283682425615	0.442777510162042	-7.45935994591826	8.69437908788247e-14	9.79712176370077e-13
gene-YPL047W	gene-YPL047W	228.781116220568	3.466263499013	0.464772206896274	7.45798360482986	8.78565989317799e-14	9.88090497042003e-13
gene-YJR095W	gene-YJR095W	879.673594150597	-4.31720190806818	0.579005255268556	-7.45623959158327	8.90267921873562e-14	9.99325742303074e-13
gene-YGR034W	gene-YGR034W	4813.87626513266	3.82631496052265	0.51326065476582	7.4549157917987	8.99252465351494e-14	1.00747344342738e-12
gene-YNCE0017W	gene-YNCE0017W	314.319268041474	-3.7795679641542	0.507017631641221	-7.4545099189543	9.02024905890308e-14	1.00864355855972e-12
gene-YDR255C	gene-YDR255C	401.306782695009	-3.82082014465136	0.512646498246349	-7.4531283403311	9.11525327351822e-14	1.01731803742879e-12
gene-YOL081W	gene-YOL081W	2094.81433875015	-3.04146186613146	0.408489460730021	-7.44563118151444	9.64820043260755e-14	1.074743242846e-12
gene-YJR008W	gene-YJR008W	4214.82665079204	-4.20791589117155	0.565512449082823	-7.44088993619179	1.00009247770759e-13	1.11191234140556e-12
gene-YHR089C	gene-YHR089C	1590.07797311317	3.66807063876551	0.493131249892758	7.43832527255818	1.01969731684254e-13	1.13155384760644e-12
gene-YHR128W	gene-YHR128W	614.631938273685	3.68223545212857	0.495082011984636	7.43762722739126	1.02509839797019e-13	1.13538887076888e-12
gene-YMR160W	gene-YMR160W	247.093824299593	-3.81517080119601	0.51338678175182	-7.43137715423364	1.07472787469198e-13	1.18810352359415e-12
gene-YPL170W	gene-YPL170W	586.096398853225	-3.1471468984696	0.423663935612649	-7.42840405784974	1.09915762278518e-13	1.21281342990493e-12
gene-YDL213C	gene-YDL213C	882.709130733093	3.34983667530163	0.451211941265995	7.42408692886711	1.13560561728818e-13	1.25066603549267e-12
gene-YNL119W	gene-YNL119W	362.140172306508	3.28026268996261	0.441921412385611	7.42272856220038	1.14731757955584e-13	1.2611850681483e-12
gene-YDR266C	gene-YDR266C	618.467719645168	3.05064226405903	0.41115410330821	7.41970526260855	1.17381252653717e-13	1.28788415740553e-12
gene-YLR109W	gene-YLR109W	1706.67776027303	-3.06011648751884	0.412634447275754	-7.41604707925376	1.20667621024899e-13	1.32145760585804e-12
gene-YDR465C	gene-YDR465C	923.30526867647	3.28493869596671	0.443020450631416	7.41486920363348	1.21744897048516e-13	1.33075835968575e-12
gene-YML110C	gene-YML110C	902.817797032822	-3.29090336518968	0.443920838080538	-7.41326624679112	1.23226145639117e-13	1.3444317983094e-12
gene-YKL141W	gene-YKL141W	2494.02573290488	-3.28078691085744	0.442630279567615	-7.41202548109064	1.24384850128025e-13	1.35454173544269e-12
gene-YHR084W	gene-YHR084W	210.295076855015	3.94516484325558	0.532553382161785	7.40801762865733	1.28201265761969e-13	1.39350239898066e-12
gene-YDR361C	gene-YDR361C	690.480553451059	3.01667597602597	0.407320016802358	7.40615695665586	1.30011948842397e-13	1.41055714757077e-12
gene-YGL037C	gene-YGL037C	2534.85598176281	-3.12741001696858	0.422631400332294	-7.39985248258802	1.3633586700546e-13	1.47642385104058e-12
gene-YFR053C	gene-YFR053C	3132.34188208841	-4.29155757637325	0.58069394621878	-7.39039489617199	1.46393379514281e-13	1.58240399300899e-12
gene-YGR049W	gene-YGR049W	1525.35010943047	3.49096517832308	0.47246396462292	7.38884960487784	1.48104569500247e-13	1.59794153821247e-12
gene-YDR204W	gene-YDR204W	487.510938996975	-3.4367377803386	0.465351864891682	-7.38524553058051	1.52172310573073e-13	1.63880032622699e-12
gene-YMR271C	gene-YMR271C	1067.79844634883	-3.57934375447329	0.484980895351973	-7.38038093619254	1.57837272871446e-13	1.69667801427372e-12
gene-YLR257W	gene-YLR257W	2552.28248943253	-2.96550443264661	0.402136029830659	-7.37438133532922	1.65109965679095e-13	1.77159351042073e-12
gene-YJL098W	gene-YJL098W	354.07779327659	3.19324250972139	0.433655737810067	7.36354262449531	1.79092575274559e-13	1.91809791170202e-12
gene-YJL066C	gene-YJL066C	1854.30254377011	-3.70080897862024	0.503108067171883	-7.35589273975185	1.89655263339352e-13	2.02750507712783e-12
gene-YGR067C	gene-YGR067C	462.713992339808	-5.13179770071563	0.697709368195205	-7.35520824951839	1.90629684522989e-13	2.03419646903234e-12
gene-YKL188C	gene-YKL188C	246.555240212558	-4.70670431460542	0.640391938546573	-7.34972449104795	1.98615813022643e-13	2.11554835878315e-12
gene-YOR091W	gene-YOR091W	1118.04284066465	3.62479279176057	0.493496185671624	7.34512828468452	2.05561843886281e-13	2.18554550594576e-12
gene-YOR051C	gene-YOR051C	863.913479450416	3.70215724898243	0.504056916210243	7.34472066531125	2.06189257621917e-13	2.18823035770751e-12
gene-YEL060C	gene-YEL060C	7599.19551487808	-3.95958334283328	0.539298346048041	-7.34210177325586	2.10265404171689e-13	2.22743949936506e-12
gene-YIL133C	gene-YIL133C	5013.74039713858	3.24206288497511	0.441811712364971	7.3381098649936	2.16631316340097e-13	2.29071919108178e-12
gene-YKL021C	gene-YKL021C	708.676315190601	3.11676950323553	0.425401605594468	7.32665195017323	2.35973612831516e-13	2.49073775424513e-12
gene-YLR038C	gene-YLR038C	1925.25473510848	-2.96253550863464	0.404533234115047	-7.32334270413025	2.41869065090786e-13	2.54835691865509e-12
gene-YIL052C	gene-YIL052C	3792.13283064915	3.1258904282555	0.426931579121827	7.32175969434089	2.44740136259647e-13	2.57396067630191e-12
gene-YJR085C	gene-YJR085C	835.012642506036	-3.06737573263273	0.419275542481849	-7.31589473231801	2.55672037327397e-13	2.68409655014391e-12
gene-YER113C	gene-YER113C	217.875038570807	3.3523984809694	0.458362898490355	7.31385217261415	2.59590721221807e-13	2.72034297984145e-12
gene-YML118W	gene-YML118W	728.289586047664	-3.72118848686748	0.509513184503026	-7.30341942082832	2.80544917508366e-13	2.93466072311171e-12
gene-YDL082W	gene-YDL082W	4023.39304667184	3.34924287095387	0.458701119577163	7.30157989158878	2.84408118906046e-13	2.96974989276314e-12
gene-YGL055W	gene-YGL055W	15753.6322086909	-3.29881231541548	0.452231763981222	-7.2945170555345	2.99732257981584e-13	3.12417355328305e-12
gene-YMR309C	gene-YMR309C	1212.03344447475	2.94173216071652	0.403366107991608	7.29295818967944	3.03222214703999e-13	3.15491634086852e-12
gene-YOR369C	gene-YOR369C	10917.8085263063	3.52187032239748	0.483130818012799	7.28968260994723	3.1068606471083e-13	3.22682305999487e-12
gene-YAL056W	gene-YAL056W	430.653260278478	-3.40526296492007	0.467502305970067	-7.28394902321208	3.24187554617007e-13	3.36107061509675e-12
gene-YHR143W-A	gene-YHR143W-A	734.278496729814	3.00328540768499	0.412556572995361	7.27969351180053	3.34579421589226e-13	3.46265972307856e-12
gene-YIL057C	gene-YIL057C	10875.4784547072	-5.07354878386537	0.697047114577001	-7.27863106777829	3.3722450426783e-13	3.48385740072801e-12
gene-YDR178W	gene-YDR178W	1259.45028137677	-3.11213980592681	0.427599874974158	-7.27815883041335	3.38406778856755e-13	3.48989464343971e-12
gene-YDL085W	gene-YDL085W	689.103890608263	-4.38695634387957	0.602983638480125	-7.27541522509183	3.45356518517401e-13	3.55528394812358e-12
gene-YGR070W	gene-YGR070W	411.985561511414	-3.53672226542353	0.486703201472511	-7.26669201008592	3.68397437448152e-13	3.78580253940997e-12
gene-YOR341W	gene-YOR341W	2327.32080040622	2.86961883256821	0.394944073003619	7.26588656146744	3.70599501893075e-13	3.80173865123001e-12
gene-YMR013C	gene-YMR013C	160.972196862109	3.42162687294617	0.471273972468265	7.26037734489269	3.86011938533212e-13	3.95289769336555e-12
gene-YJR069C	gene-YJR069C	129.618447640892	3.84403928073402	0.529707202830945	7.25691336683755	3.96023164496719e-13	4.04831385493407e-12
gene-YML023C	gene-YML023C	250.775456329814	3.22383575715276	0.444538576751156	7.25209447673514	4.10375458252513e-13	4.18769501716769e-12
gene-YDR184C	gene-YDR184C	478.380290663688	3.07368821871402	0.424035037112655	7.24866567546734	4.20897372104454e-13	4.28757061251954e-12
gene-YJR121W	gene-YJR121W	6428.97932643688	-3.32598339778622	0.459071757191117	-7.245018552517	4.32380015514814e-13	4.39686785811842e-12
gene-YFL030W	gene-YFL030W	1572.0793769212	-2.94947123730946	0.407451393522015	-7.23882967196207	4.52572968153246e-13	4.5942059393226e-12
gene-YJL133W	gene-YJL133W	185.175497678182	3.53684206065595	0.488701940145594	7.23721714630854	4.57984572354327e-13	4.64106935561147e-12
gene-YOR036W	gene-YOR036W	1437.03405532781	-3.21229540555745	0.443910518142285	-7.23635794664325	4.60893924430705e-13	4.66245725632934e-12
gene-YLL041C	gene-YLL041C	1815.63486725949	-3.52887410482774	0.487758018616198	-7.23488691142257	4.6591721298906e-13	4.70511898307464e-12
gene-YDR129C	gene-YDR129C	2726.08010570412	-2.88290370148725	0.398927475025651	-7.22663612302431	4.95104344896621e-13	4.99123326625488e-12
gene-YDR055W	gene-YDR055W	1062.08663883961	-2.97058482720687	0.411193117163009	-7.22430581450916	5.03667996241301e-13	5.06881050700081e-12
gene-YDR064W	gene-YDR064W	7739.22132419777	3.31780093176288	0.459758302442585	7.21640243174774	5.33809312852902e-13	5.3629001017597e-12
gene-YPR002W	gene-YPR002W	1938.63274386319	-4.66265011144657	0.64645708864883	-7.21262121387213	5.4884935169516e-13	5.50452519904578e-12
gene-YDL027C	gene-YDL027C	462.694008191732	-3.45752252336426	0.479456572698397	-7.21133616733047	5.54054821161706e-13	5.54720067087629e-12
gene-YPR149W	gene-YPR149W	5749.65289424046	-2.85827115490844	0.396407864985207	-7.21042998229892	5.57754708551983e-13	5.57468190722248e-12
gene-YML026C	gene-YML026C	4998.12241122148	3.1432787047186	0.43614789262609	7.20691021981697	5.72357128556929e-13	5.71085223826803e-12
gene-YER156C	gene-YER156C	640.386751678528	3.0405287276072	0.421937084734964	7.2061187262482	5.75692126767162e-13	5.7343258429009e-12
gene-YCL035C	gene-YCL035C	2671.78446336936	-2.85824234399093	0.396810171720265	-7.20304706807231	5.88816354311717e-13	5.85506143120526e-12
gene-YPL069C	gene-YPL069C	146.182336084091	3.46334669132341	0.480836654221917	7.20275099852308	5.90096779010137e-13	5.85781445422137e-12
gene-YCR012W	gene-YCR012W	27441.0153603023	-2.79496333015799	0.388274512790304	-7.19842080303496	6.091390923447e-13	6.03657874705605e-12
gene-YNL301C	gene-YNL301C	2275.61056308456	2.81466774651786	0.391189242524606	7.19515630939371	6.23892502011364e-13	6.17230599023785e-12
gene-YMR296C	gene-YMR296C	648.494328072413	3.24161818022615	0.450543563834112	7.19490508895538	6.25042283633796e-13	6.17321795189588e-12
gene-YLR401C	gene-YLR401C	1062.97176809551	3.29393450114969	0.458109978840374	7.19027013881627	6.46632544447527e-13	6.3756658140882e-12
gene-YNL162W-A	gene-YNL162W-A	152.048175410638	3.75495042559414	0.522367714432142	7.18832791891836	6.55895832462178e-13	6.45609439136886e-12
gene-YMR280C	gene-YMR280C	561.67899083616	-4.07104315509598	0.56706014880055	-7.17920870247554	7.0116043931326e-13	6.89002270079377e-12
gene-YBR002C	gene-YBR002C	288.23802190303	3.17029893384819	0.441778405671365	7.17621978156747	7.16653157517577e-13	7.03042769820184e-12
gene-YOL082W	gene-YOL082W	993.443902603029	-3.48789356855061	0.486200113097763	-7.17378189471807	7.29538048318923e-13	7.14482145643885e-12
gene-YLR237W	gene-YLR237W	710.761049359114	3.80534917824978	0.530859471704504	7.16827970692774	7.59460161784439e-13	7.41855536010932e-12
gene-YKL151C	gene-YKL151C	859.712613278946	-3.47898286763907	0.485337189937054	-7.16817697009842	7.6003017052345e-13	7.41855536010932e-12
gene-YNL313C	gene-YNL313C	446.83326671583	3.57980581913474	0.499500290364689	7.16677425056369	7.67854933597342e-13	7.48241944475407e-12
gene-YFR024C-A	gene-YFR024C-A	720.546956761571	-2.97824226074239	0.41569833941538	-7.16443145991602	7.81100355035045e-13	7.59880462056593e-12
gene-YNR046W	gene-YNR046W	433.48231989078	3.11951671176789	0.436136234190767	7.15261990913465	8.51371043415246e-13	8.26864023363526e-12
gene-YPR079W	gene-YPR079W	239.452665594454	3.22192693074457	0.451111001118644	7.14220429729043	9.18459505723818e-13	8.90539557294008e-12
gene-YLR185W	gene-YLR185W	2651.61498094517	3.47294726690603	0.487011356255159	7.1311422666014	9.95393678424184e-13	9.6353447777147e-12
gene-YGL187C	gene-YGL187C	2572.98994831411	-2.96596200728435	0.415978707239365	-7.13008131345929	1.00309650651373e-12	9.69383163662358e-12
gene-YDR471W	gene-YDR471W	3472.9540038511	3.3538014518778	0.470622914699139	7.12630292135653	1.03100682646262e-12	9.94708569597076e-12
gene-YGR123C	gene-YGR123C	382.025268159453	3.90943576239161	0.548836699691709	7.12313109634906	1.0550238172373e-12	1.01620033353369e-11
gene-YOL097C	gene-YOL097C	822.182028001185	3.4190142262685	0.480324214378762	7.11813838219786	1.09394511188992e-12	1.05195347909415e-11
gene-YBL004W	gene-YBL004W	770.435131823337	2.89559537337563	0.406867094216996	7.11680893965663	1.10454430075135e-12	1.0603988624154e-11
gene-YNL093W	gene-YNL093W	465.776137017234	-3.70446164058974	0.521448874419631	-7.1041703651442	1.21047463356621e-12	1.16018726373169e-11
gene-YOL128C	gene-YOL128C	220.467615910275	3.28363478207774	0.462260529960432	7.10342884424678	1.21699020260431e-12	1.16451996927891e-11
gene-YOR382W	gene-YOR382W	611.608034656506	-3.62777030055962	0.510889326560506	-7.10089272168416	1.23953570248378e-12	1.18415219237281e-11
gene-YJR103W	gene-YJR103W	1051.69408039236	-2.92316029212739	0.41188049998973	-7.09710775868311	1.27394728314249e-12	1.21503762936319e-11
gene-YNL231C	gene-YNL231C	433.461339760718	3.07951012477775	0.433989766905641	7.09581275783238	1.28593485537586e-12	1.22447010617111e-11
gene-YBR085C-A	gene-YBR085C-A	4940.96581011984	-3.0217365030116	0.426134248815608	-7.09104351835173	1.33104476649121e-12	1.26535965830768e-11
gene-YNL062C	gene-YNL062C	664.835377162322	3.19025726340027	0.449992793178008	7.08957412599777	1.34525331157037e-12	1.2767875739246e-11
gene-YDL078C	gene-YDL078C	2935.60197603255	-3.13371509513135	0.442401912989377	-7.08341217142655	1.40647546347349e-12	1.33272683121668e-11
gene-YIR039C	gene-YIR039C	188.338275464101	-3.96221612735724	0.559994076011938	-7.07546078982588	1.48952974704724e-12	1.40913859538327e-11
gene-YOR079C	gene-YOR079C	62.7582317197275	4.47325180465377	0.632380057309674	7.07367626943245	1.5088205031608e-12	1.42507852377825e-11
gene-YLL055W	gene-YLL055W	315.137109419415	-3.29763150782708	0.466354695087789	-7.07108032268511	1.53732116846791e-12	1.44965164141312e-11
gene-YCL033C	gene-YCL033C	321.046989834197	-3.31435042943454	0.468834627571868	-7.06933795952707	1.55674594979692e-12	1.46560098531687e-11
gene-YLR142W	gene-YLR142W	1695.35676478125	-4.16790976613177	0.589598295172857	-7.06906685493354	1.55978993627398e-12	1.46610207053643e-11
gene-YNL069C	gene-YNL069C	6002.44243383936	3.53401217273875	0.500219040074136	7.06492934018462	1.60697743137818e-12	1.50802689179332e-11
gene-YJL193W	gene-YJL193W	124.494930398124	3.50674689031022	0.496915909441946	7.05702277523862	1.70107752079797e-12	1.59376198729749e-11
gene-YIL127C	gene-YIL127C	812.083248705481	2.88601607763641	0.408969483885563	7.0568005471136	1.70379900646503e-12	1.59376198729749e-11
gene-YJL125C	gene-YJL125C	491.37573191315	2.92171211867408	0.414291965246155	7.05230215347798	1.75981537070599e-12	1.64352677100974e-11
gene-YBR269C	gene-YBR269C	1219.59119538446	-3.46426064393103	0.491308346994033	-7.05109258803841	1.7751831948674e-12	1.65523072019825e-11
gene-YIL069C	gene-YIL069C	2601.18938694211	2.95589047026271	0.419266381251406	7.05014902802392	1.78726268969983e-12	1.66383609565836e-11
gene-YAL054C	gene-YAL054C	4928.449099337	-4.98535387649363	0.707410416568471	-7.04732890515909	1.82384869651434e-12	1.69519185375066e-11
gene-YNL162W	gene-YNL162W	2061.39529686227	3.40973437653558	0.483857575566296	7.04697941857147	1.82843350816975e-12	1.69675141290729e-11
gene-YMR308C	gene-YMR308C	1308.30278920874	2.83206112565013	0.402039067576703	7.04424359234644	1.86471681153582e-12	1.72767492522771e-11
gene-YAR035W	gene-YAR035W	1948.25370744735	-4.4889722830661	0.637307197985305	-7.04365539453646	1.87260941661324e-12	1.73223790249944e-11
gene-YLR048W	gene-YLR048W	6926.66596250087	3.22202968050337	0.457656876591373	7.04027371881974	1.91862554110351e-12	1.77199640560462e-11
gene-YML054C	gene-YML054C	3580.34785219226	-3.31232753139394	0.470515024099244	-7.03979121120538	1.92528103792465e-12	1.77533418931535e-11
gene-YGL208W	gene-YGL208W	629.927562378461	-3.00776683418024	0.427534905453757	-7.03513747254858	1.99064638646151e-12	1.8327134002801e-11
gene-YDR280W	gene-YDR280W	385.919425414218	3.38835867588269	0.481861350213336	7.03181252113818	2.03867619767849e-12	1.87397684501564e-11
gene-YDL209C	gene-YDL209C	159.633673023503	3.58045577693293	0.509431127518907	7.02834118985013	2.0900332340724e-12	1.91816414894349e-11
gene-YJR120W	gene-YJR120W	221.631369924407	-3.52980409263749	0.502836811236093	-7.01978060031124	2.22216910076559e-12	2.03623250253827e-11
gene-YER015W	gene-YER015W	1534.56294489271	-4.11316127425499	0.586181584806905	-7.0168722130872	2.26889939740865e-12	2.07579400982356e-11
gene-YOR182C	gene-YOR182C	1879.67294659501	2.89257684070151	0.412247756390744	7.01659813997827	2.27335242070613e-12	2.07661315800652e-11
gene-YJR003C	gene-YJR003C	415.830420146898	3.00873291158448	0.429060521255045	7.01237415827407	2.34307581086586e-12	2.13695836062875e-11
gene-YGL059W	gene-YGL059W	346.972898012287	-3.76063552062153	0.536571248560756	-7.00864150046927	2.40643172312538e-12	2.19131699966971e-11
gene-YJL153C	gene-YJL153C	26334.3652632426	-4.13230653431148	0.589733535060835	-7.00707402349979	2.43353532916724e-12	2.21254606173663e-11
gene-YNL037C	gene-YNL037C	1380.10047578286	-3.69577272642958	0.527706780804028	-7.00345885417391	2.49719273667349e-12	2.2668917580036e-11
gene-YNL200C	gene-YNL200C	833.035614780663	-3.85784677368814	0.550905339958959	-7.00273984270246	2.51004670508504e-12	2.27502214558717e-11
gene-YMR256C	gene-YMR256C	2211.50579894539	-3.16800617685573	0.452695576294667	-6.99809395706052	2.59468074682308e-12	2.34808550685369e-11
gene-YGL047W	gene-YGL047W	177.150869005442	-3.97355785989197	0.568526182080124	-6.98922580021471	2.76407256542069e-12	2.49750643411155e-11
gene-YFL044C	gene-YFL044C	354.095017973988	-3.22409033626855	0.461342168533076	-6.98850128207475	2.77838137685521e-12	2.50655519268993e-11
gene-YDL101C	gene-YDL101C	159.887225378666	-3.97029901213236	0.56824059706439	-6.98700345002359	2.80819338985515e-12	2.52954086675687e-11
gene-YMR304W	gene-YMR304W	470.789424281493	-3.27615614861368	0.469060839475818	-6.98450152495107	2.85869139264971e-12	2.57106034805799e-11
gene-YNL186W	gene-YNL186W	1273.18773889144	3.0593758711495	0.438381246745307	6.97880188503353	2.97707936382203e-12	2.67341726871218e-11
gene-YMR116C	gene-YMR116C	9310.40429112131	3.23439141553957	0.46375031383333	6.97442420858823	3.07126061401865e-12	2.75375548448954e-11
gene-YBL078C	gene-YBL078C	1231.97577087349	-3.75193114736555	0.538058733651651	-6.97308846174146	3.10057519874897e-12	2.77577568022972e-11
gene-YEL029C	gene-YEL029C	232.020298014543	3.25786099325205	0.467498619570643	6.96870719371131	3.198666408108e-12	2.8592060986411e-11
gene-YBR248C	gene-YBR248C	285.098917348875	3.20935876055827	0.460668478211554	6.96674270620364	3.24363090952385e-12	2.89496538515149e-11
gene-YER065C	gene-YER065C	3299.22682138713	-4.28774900069529	0.61556533127383	-6.96554660058969	3.27131112424585e-12	2.91521267667527e-11
gene-YKR056W	gene-YKR056W	725.986415847669	3.53032028064706	0.506890967974004	6.96465414398173	3.29211506352118e-12	2.929279821002e-11
gene-YJL144W	gene-YJL144W	436.9224636259	-3.33899862946507	0.479533917336228	-6.96300826438502	3.33082272511695e-12	2.95921038759629e-11
gene-YKL187C	gene-YKL187C	1264.96249769478	-4.81732088725337	0.692257291950087	-6.95885900122913	3.43039622363551e-12	3.04304297224323e-11
gene-YGL191W	gene-YGL191W	5281.24220095857	-3.15721406628241	0.453735536225319	-6.95826933139876	3.44478186114552e-12	3.05116718110871e-11
gene-YKL117W	gene-YKL117W	1715.35314889479	-2.8881110947113	0.415404557797086	-6.95252625543426	3.58802029187539e-12	3.17322340055707e-11
gene-YBL069W	gene-YBL069W	413.536232559354	2.91571247123035	0.419476278901478	6.95083993513531	3.63117688750217e-12	3.20653244967476e-11
gene-YLR284C	gene-YLR284C	1043.19896669701	-4.0628158304678	0.585297168269405	-6.94145820401053	3.88073052911552e-12	3.4217256946295e-11
gene-YBR280C	gene-YBR280C	699.702867663739	-3.75023081611919	0.540288233373667	-6.94116692622011	3.88874174067791e-12	3.42361772855762e-11
gene-YNL261W	gene-YNL261W	188.001677963452	3.74685237911835	0.540030557798073	6.93822289315591	3.97062908937533e-12	3.49044608353672e-11
gene-YNL096C	gene-YNL096C	3570.01964464789	2.94782626914627	0.425006832243891	6.93595030833447	4.03499425126426e-12	3.54169345032022e-11
gene-YKL154W	gene-YKL154W	181.405746904323	3.24101040988095	0.467314072129137	6.93540084319424	4.05070935959159e-12	3.55014872851894e-11
gene-YMR090W	gene-YMR090W	1212.0740021017	-3.10478889995605	0.447840485860927	-6.93280084757726	4.12588862874655e-12	3.61061648065871e-11
gene-YEL012W	gene-YEL012W	1540.40784878341	-3.84836710521129	0.55521217388342	-6.93134496366311	4.16858140586466e-12	3.64251641707066e-11
gene-YBL092W	gene-YBL092W	8049.22311932894	2.98916490889287	0.431466158963972	6.9279243500125	4.27059993070384e-12	3.72608248064549e-11
gene-YNL201C	gene-YNL201C	635.040345690108	3.11675826638234	0.45019639759953	6.92310796577018	4.41840755880331e-12	3.84929028667685e-11
gene-YDR072C	gene-YDR072C	862.067114672551	3.09196339808477	0.446638342043911	6.92274510946663	4.42974403735835e-12	3.85341519315361e-11
gene-YDR214W	gene-YDR214W	1113.52430635343	-2.87434370228647	0.415332298674384	-6.92058795200978	4.49772967283894e-12	3.90673334826799e-11
gene-YHL033C	gene-YHL033C	4343.05243959429	3.38929094339382	0.490230049531359	6.9136743996698	4.72258445911169e-12	4.09594732360103e-11
gene-YLR003C	gene-YLR003C	600.344514177232	2.84071872629632	0.411050958930998	6.91086753254159	4.81698710729354e-12	4.17162518475851e-11
gene-YML120C	gene-YML120C	785.164198401084	-3.24853684280545	0.470451831331001	-6.90514230461108	5.0153126738098e-12	4.33694519659671e-11
gene-YER055C	gene-YER055C	1180.82933959021	3.9510884421093	0.572534278956973	6.90105132099214	5.16190785627662e-12	4.45619319884773e-11
gene-YKL217W	gene-YKL217W	2031.49874194972	-4.19336755399252	0.607657762456906	-6.90087054436321	5.16848174682185e-12	4.45619319884773e-11
gene-YOR220W	gene-YOR220W	1886.44515638932	-3.30252695548227	0.479177250170707	-6.89207794048183	5.49832322029086e-12	4.73358593463683e-11
gene-YLL045C	gene-YLL045C	7407.16020910497	3.44446544483949	0.50020767706525	6.88607073175763	5.73544817009174e-12	4.93045816919374e-11
gene-YBR154C	gene-YBR154C	1082.4555709131	3.04626106221925	0.442476357530381	6.88457362834371	5.79608700449015e-12	4.97525880076603e-11
gene-YOR289W	gene-YOR289W	889.486417521266	-3.62024391020408	0.525999776579254	-6.88259590859085	5.87715694387969e-12	5.03743980637676e-11
gene-YLR406C	gene-YLR406C	2589.69350788214	3.41385554407633	0.496083594027177	6.88161347236431	5.91784071609054e-12	5.06487335187983e-11
gene-YJL034W	gene-YJL034W	5994.01351954	-3.24281018625256	0.471263803820852	-6.88109326445384	5.93949474383152e-12	5.07596351680009e-11
gene-YNR026C	gene-YNR026C	264.697500944247	3.33483017680366	0.484732132116706	6.87973822210067	5.99626460769798e-12	5.11498088986306e-11
gene-YBR101C	gene-YBR101C	3645.97855428289	-3.20346391737257	0.465647776726496	-6.87958598211919	6.0026758772592e-12	5.11498088986306e-11
gene-YLR321C	gene-YLR321C	147.328794017948	3.30608951334812	0.480712054138431	6.87748410901315	6.09188158311999e-12	5.18342752196376e-11
gene-YML063W	gene-YML063W	9512.4378692716	3.25337505306746	0.47337938793807	6.87265887777328	6.30161332328245e-12	5.35407816128088e-11
gene-YOL040C	gene-YOL040C	7970.19872481068	2.88287000912285	0.420463897193073	6.85640319744044	7.0615892390797e-12	5.9910605215855e-11
gene-YCL059C	gene-YCL059C	822.775549628953	2.77889416205263	0.405852793254046	6.84704949243299	7.53886422853707e-12	6.38669818606254e-11
gene-YKR058W	gene-YKR058W	345.520731255978	-3.88670856063183	0.567703877710949	-6.84636606024873	7.57495001722751e-12	6.40796858703724e-11
gene-YBR132C	gene-YBR132C	196.291277621272	-3.58125806074128	0.523646269683031	-6.83907872180405	7.97040805263366e-12	6.73274555762991e-11
gene-YGL121C	gene-YGL121C	989.024578995819	-3.9931562551113	0.58455886450206	-6.83105927837182	8.42898915958277e-12	7.10982799486772e-11
gene-YLR249W	gene-YLR249W	23736.9352010834	3.7382708261905	0.547346098002087	6.82981177692848	8.50261165922439e-12	7.16157925756028e-11
gene-YLL024C	gene-YLL024C	2175.00204255062	-3.57766696956247	0.524053858445296	-6.82690702855674	8.67648837271583e-12	7.29750182010696e-11
gene-YGL205W	gene-YGL205W	3527.25502857315	-4.46872307918241	0.65510504847661	-6.82138397433211	9.01675781372068e-12	7.57277918830038e-11
gene-YLR244C	gene-YLR244C	1097.99547825695	2.74359321247261	0.402631524338604	6.81415400093042	9.48200888341694e-12	7.95208130064722e-11
gene-YNR038W	gene-YNR038W	366.072075674334	3.06544290805442	0.449946335511356	6.81290782059732	9.56454319510143e-12	8.00979033426213e-11
gene-YIL074C	gene-YIL074C	296.351464732137	3.04664640776196	0.447333230744406	6.81068652711545	9.7134079790962e-12	8.122802632376e-11
gene-YOR298C-A	gene-YOR298C-A	2908.87093972103	-2.90991047808017	0.427334372019308	-6.80944634603062	9.79750638744727e-12	8.1814084096609e-11
gene-YMR110C	gene-YMR110C	2954.21055655485	-3.72271134169729	0.546995431898756	-6.80574484648774	1.00527745899647e-11	8.38257789737482e-11
gene-YJL048C	gene-YJL048C	2931.81328487423	-3.70852802642765	0.545257894810093	-6.80142013848197	1.03592821176697e-11	8.62583876188847e-11
gene-YGL135W	gene-YGL135W	3458.59292012239	2.78235062101354	0.409167225541675	6.80003296287998	1.04595216175814e-11	8.69689853017415e-11
gene-YJL042W	gene-YJL042W	1190.40592705685	-2.823140366953	0.415355334093238	-6.79692816059821	1.06873354993915e-11	8.87175596486281e-11
gene-YDR150W	gene-YDR150W	1047.43878147166	-3.04884291626338	0.448573343541408	-6.79675455566151	1.07002162056937e-11	8.87175596486281e-11
gene-YBL001C	gene-YBL001C	660.328756865489	-3.01563843807767	0.44389979488897	-6.79351167267819	1.09436378938526e-11	9.06071126048476e-11
gene-YLL040C	gene-YLL040C	531.849663379299	-2.98088096448122	0.4388522226993	-6.79244814153239	1.1024645133018e-11	9.11485179057029e-11
